crop_name,area,soil_type,season,irrigation_type,rainfall,temperature,humidity,yield_tons
tomato,5.03,black,zaid,flood,419.3,25.9,57.1,22.54
cauliflower,5.99,clay,kharif,rainfed,774.7,22.4,78.6,18.23
cabbage,7.69,sandy,zaid,flood,690.7,28.4,82.7,20.14
chili,5.92,loamy,zaid,rainfed,383.2,26.5,73.5,13.85
cauliflower,1.74,loamy,kharif,drip,518.0,23.7,85.1,6.54
onion,9.24,clay,rabi,sprinkler,779.9,21.5,73.5,47.32
onion,0.62,loamy,kharif,rainfed,834.3,33.3,76.8,2.85
brinjal,9.71,sandy,zaid,flood,1132.2,34.0,64.6,32.49
wheat,4.37,sandy,rabi,drip,807.9,31.9,60.9,15.8
tomato,5.06,loamy,rabi,sprinkler,826.1,34.8,74.1,36.08
onion,9.88,loamy,rabi,sprinkler,658.2,25.0,75.0,59.85
tomato,6.53,loamy,zaid,rainfed,1070.7,27.4,58.7,27.7
cauliflower,1.56,clay,zaid,drip,519.5,24.5,72.4,5.64
rice,1.68,black,zaid,flood,749.3,25.1,61.8,6.5
wheat,7.07,sandy,zaid,sprinkler,896.8,27.9,53.8,19.81
potato,7.44,sandy,zaid,rainfed,504.8,21.5,66.6,33.51
rice,1.74,black,rabi,sprinkler,403.3,20.7,72.7,8.14
cabbage,2.18,sandy,kharif,drip,392.2,31.1,68.0,7.29
brinjal,7.56,sandy,rabi,flood,1034.0,30.3,67.6,27.24
rice,7.19,black,rabi,sprinkler,1101.4,33.7,61.1,36.4
rice,3.67,clay,zaid,drip,545.2,28.2,78.9,21.56
potato,8.54,loamy,rabi,flood,910.6,34.3,70.4,71.33
rice,6.1,loamy,zaid,flood,1108.3,31.9,71.9,31.16
brinjal,2.84,loamy,kharif,sprinkler,911.3,33.1,64.9,15.49
tomato,0.77,black,rabi,sprinkler,925.8,32.1,76.5,4.19
wheat,4.58,sandy,rabi,drip,1171.0,30.9,66.5,14.19
cauliflower,8.46,loamy,zaid,drip,936.9,26.1,51.2,44.57
cauliflower,3.51,clay,rabi,sprinkler,888.9,21.2,59.7,14.91
potato,4.57,black,kharif,drip,1082.8,26.7,89.2,42.65
cabbage,8.55,clay,zaid,sprinkler,489.6,29.4,52.9,32.62
onion,7.2,clay,rabi,rainfed,908.2,32.1,61.9,25.91
onion,7.11,black,zaid,flood,527.3,34.4,51.2,30.29
rice,3.28,sandy,rabi,rainfed,1007.7,31.3,58.4,10.36
rice,0.73,sandy,zaid,flood,849.4,31.0,89.7,2.79
rice,3.63,sandy,zaid,rainfed,885.3,31.4,80.0,11.68
tomato,5.86,black,rabi,flood,1157.1,31.9,73.1,38.1
potato,3.65,loamy,rabi,flood,1179.5,33.0,62.9,26.59
cabbage,5.03,sandy,zaid,flood,1128.4,30.9,76.5,15.87
brinjal,6.44,clay,rabi,drip,346.5,23.2,53.0,23.99
potato,6.32,loamy,kharif,drip,794.3,24.1,59.8,43.05
cauliflower,2.27,sandy,rabi,drip,459.5,33.1,79.7,8.28
rice,1.57,clay,rabi,drip,688.1,30.3,61.6,9.81
potato,9.56,loamy,rabi,drip,995.9,34.0,78.3,93.36
onion,7.65,loamy,rabi,rainfed,682.1,32.6,85.1,26.78
rice,3.67,clay,kharif,flood,766.2,23.4,73.2,17.14
brinjal,6.5,black,rabi,sprinkler,586.0,23.5,85.2,32.39
tomato,6.21,clay,zaid,drip,1164.8,30.1,57.0,35.95
rice,0.64,loamy,rabi,rainfed,416.5,23.8,67.2,2.79
cauliflower,6.16,sandy,zaid,sprinkler,565.0,20.2,53.1,16.35
onion,6.47,clay,rabi,sprinkler,792.5,23.5,63.8,31.47
cabbage,3.94,loamy,kharif,sprinkler,628.5,33.2,51.6,18.95
potato,5.11,clay,zaid,flood,395.2,24.2,85.6,25.42
rice,9.28,loamy,zaid,flood,875.2,32.3,52.4,49.86
chili,1.01,clay,rabi,drip,1168.9,32.8,86.5,3.21
rice,9.71,black,kharif,sprinkler,752.3,22.6,76.3,61.83
tomato,9.37,sandy,zaid,drip,1104.6,31.6,78.7,44.19
potato,6.53,sandy,zaid,rainfed,698.6,27.4,77.3,23.28
chili,1.2,clay,rabi,flood,476.3,27.3,81.4,2.64
brinjal,5.73,black,kharif,rainfed,544.1,29.2,89.1,15.38
cabbage,9.7,loamy,kharif,flood,994.6,33.5,63.3,48.45
cauliflower,9.31,black,rabi,rainfed,381.5,21.7,51.3,22.19
tomato,6.68,sandy,zaid,drip,491.4,25.6,50.3,32.34
cabbage,9.59,clay,rabi,sprinkler,569.5,34.9,75.3,32.63
potato,1.15,sandy,kharif,rainfed,451.7,31.9,75.9,4.82
chili,0.89,loamy,zaid,rainfed,370.2,33.3,82.6,1.68
brinjal,9.9,sandy,zaid,sprinkler,492.5,26.3,61.7,36.88
cabbage,4.11,loamy,rabi,sprinkler,1099.1,26.1,75.0,24.93
potato,5.17,black,rabi,flood,839.3,21.4,65.3,40.92
cabbage,5.3,sandy,rabi,flood,1162.8,22.6,78.8,19.57
cauliflower,4.06,clay,rabi,sprinkler,715.8,20.2,66.0,15.12
cauliflower,9.68,sandy,rabi,drip,1096.6,20.1,75.7,31.53
potato,6.72,black,zaid,sprinkler,344.2,21.6,55.1,32.24
tomato,8.39,sandy,zaid,rainfed,667.9,30.4,58.0,33.66
brinjal,9.48,loamy,zaid,flood,1078.2,21.0,76.0,34.29
rice,6.73,loamy,kharif,sprinkler,1069.4,23.8,63.1,41.1
wheat,7.85,clay,zaid,sprinkler,430.8,27.0,81.0,22.55
wheat,5.23,sandy,kharif,rainfed,433.3,32.2,66.8,12.77
rice,4.02,loamy,kharif,flood,556.3,33.7,80.0,15.53
potato,9.06,clay,kharif,drip,581.7,28.6,70.0,63.54
brinjal,7.68,black,kharif,rainfed,706.2,34.4,60.4,27.0
tomato,1.72,loamy,rabi,rainfed,643.7,28.8,79.5,6.81
onion,5.52,black,kharif,drip,670.1,24.0,89.9,22.28
potato,9.73,clay,kharif,flood,1181.3,29.8,85.2,51.87
onion,1.57,loamy,zaid,rainfed,815.8,31.7,64.7,7.01
rice,6.95,loamy,kharif,rainfed,1049.0,26.9,73.7,30.61
brinjal,1.1,black,zaid,sprinkler,681.9,20.2,62.7,4.25
brinjal,2.82,black,rabi,sprinkler,1049.6,29.2,86.5,12.2
chili,9.98,clay,kharif,flood,925.5,24.6,85.1,24.65
cabbage,3.36,black,kharif,sprinkler,434.7,23.4,68.7,13.49
potato,7.74,loamy,zaid,flood,1191.1,31.7,61.8,46.98
cabbage,5.74,loamy,zaid,flood,844.9,30.6,77.2,20.83
onion,3.82,loamy,zaid,sprinkler,491.4,25.6,60.9,14.73
onion,2.59,sandy,rabi,sprinkler,358.3,31.1,58.5,9.12
potato,8.03,clay,kharif,drip,1024.0,23.1,63.4,49.82
cauliflower,6.73,black,rabi,drip,787.9,31.5,83.6,34.06
cauliflower,7.2,black,kharif,flood,1143.3,23.4,68.7,26.72
potato,3.07,clay,zaid,sprinkler,567.3,25.4,89.6,18.86
onion,6.24,loamy,zaid,flood,349.1,32.6,75.9,23.76
onion,0.51,black,zaid,flood,854.5,22.8,57.7,2.24
wheat,5.6,loamy,kharif,drip,1064.5,20.7,85.6,25.36
cabbage,4.44,clay,rabi,sprinkler,1019.4,24.6,68.8,16.11
cauliflower,3.25,black,kharif,drip,896.2,29.2,71.2,16.7
chili,6.07,loamy,zaid,flood,1000.7,23.7,77.1,18.03
wheat,1.07,clay,rabi,sprinkler,823.4,22.0,88.7,4.02
brinjal,3.78,sandy,zaid,drip,331.4,28.1,65.5,11.44
rice,7.69,black,kharif,flood,1040.2,23.2,60.5,34.59
brinjal,2.72,sandy,kharif,flood,740.7,25.9,53.6,9.24
onion,5.0,loamy,zaid,rainfed,997.8,32.0,76.0,19.08
potato,4.79,clay,rabi,drip,843.3,33.4,84.6,38.03
potato,7.51,black,rabi,rainfed,935.5,34.8,70.9,49.26
rice,7.49,sandy,kharif,rainfed,1073.7,34.1,58.1,23.24
cabbage,9.19,sandy,kharif,sprinkler,817.6,31.1,69.6,27.06
wheat,2.07,black,zaid,rainfed,456.6,32.6,61.4,5.66
chili,3.09,clay,rabi,sprinkler,442.5,20.8,59.6,7.6
onion,8.63,clay,kharif,rainfed,824.7,21.0,51.9,22.43
wheat,8.53,sandy,rabi,flood,1131.8,27.6,59.9,26.0
potato,4.63,clay,zaid,rainfed,781.8,34.0,54.3,22.82
brinjal,6.23,loamy,zaid,drip,802.7,25.7,84.5,32.28
potato,7.58,clay,rabi,rainfed,521.2,30.9,79.9,34.91
cabbage,8.54,sandy,kharif,rainfed,856.0,31.3,58.6,24.71
cabbage,5.82,black,rabi,sprinkler,926.1,21.8,60.0,22.52
brinjal,5.14,clay,zaid,flood,533.0,31.3,78.9,14.59
onion,6.29,sandy,zaid,flood,666.1,24.7,75.6,20.82
cabbage,1.04,loamy,zaid,flood,772.6,21.3,83.5,3.99
rice,5.32,black,kharif,drip,960.9,21.8,58.9,29.11
brinjal,6.47,sandy,zaid,flood,455.4,23.9,68.7,17.76
brinjal,7.61,loamy,zaid,drip,899.8,28.7,69.5,35.38
tomato,1.37,clay,rabi,sprinkler,975.0,22.6,64.9,6.52
tomato,7.4,black,zaid,flood,1014.0,30.1,76.8,42.73
onion,7.44,black,kharif,drip,568.8,28.1,67.3,36.1
potato,3.34,black,kharif,flood,623.2,30.8,74.5,18.22
cabbage,4.48,clay,zaid,drip,460.4,33.9,80.5,16.03
cabbage,0.5,sandy,kharif,rainfed,316.5,25.8,77.7,1.36
potato,9.78,clay,rabi,sprinkler,446.2,29.0,69.6,56.26
cabbage,4.13,loamy,kharif,flood,637.3,23.7,67.2,16.74
rice,6.13,clay,rabi,flood,1106.6,21.6,68.9,33.92
onion,1.03,sandy,zaid,rainfed,302.3,21.5,81.7,3.05
tomato,1.9,clay,zaid,sprinkler,795.9,22.2,74.4,11.4
cabbage,1.55,clay,rabi,rainfed,617.2,22.6,64.9,4.62
wheat,4.31,sandy,zaid,sprinkler,473.1,24.1,84.2,11.73
chili,4.77,black,zaid,flood,550.6,34.1,85.4,8.16
tomato,8.83,sandy,zaid,flood,774.8,25.0,58.3,40.74
tomato,9.35,sandy,rabi,sprinkler,1175.3,31.7,55.6,55.28
brinjal,5.55,loamy,kharif,flood,1045.7,26.4,52.5,25.17
tomato,5.76,clay,zaid,flood,1116.5,29.4,62.1,26.43
brinjal,8.05,clay,rabi,drip,1166.5,21.1,60.7,32.73
onion,1.45,black,rabi,flood,805.5,26.2,78.6,6.86
onion,8.8,black,rabi,drip,1098.6,20.2,85.5,43.79
brinjal,9.04,loamy,zaid,drip,1011.7,28.7,76.8,44.28
chili,8.57,clay,rabi,drip,749.8,25.8,74.5,20.37
cabbage,9.43,loamy,rabi,drip,685.7,25.4,67.6,50.53
wheat,8.87,black,kharif,drip,1012.0,28.3,53.0,34.0
brinjal,1.12,sandy,kharif,sprinkler,777.2,33.5,78.2,4.42
chili,3.45,clay,zaid,rainfed,775.1,23.2,85.4,4.92
wheat,6.35,clay,rabi,rainfed,563.1,26.3,78.3,20.54
cauliflower,4.8,black,rabi,drip,1178.9,20.7,57.2,24.34
onion,5.89,sandy,zaid,sprinkler,1173.9,33.3,87.8,18.45
rice,1.09,loamy,rabi,sprinkler,331.6,22.5,79.1,5.07
wheat,9.25,sandy,rabi,flood,609.6,33.6,87.8,19.17
wheat,5.66,black,zaid,sprinkler,1049.1,21.7,86.8,23.45
potato,9.9,black,rabi,rainfed,734.0,28.6,74.6,64.51
wheat,7.05,clay,rabi,sprinkler,1182.5,34.5,56.4,22.13
rice,0.84,sandy,rabi,drip,589.3,31.5,88.4,3.45
wheat,8.21,black,kharif,sprinkler,971.9,28.4,75.3,29.85
onion,1.57,black,rabi,sprinkler,911.8,23.9,69.0,7.84
chili,7.65,sandy,zaid,drip,629.1,30.9,68.2,17.56
wheat,2.47,loamy,rabi,rainfed,1120.6,22.6,83.4,7.0
rice,5.87,clay,kharif,flood,596.3,22.1,64.8,27.08
cauliflower,4.47,sandy,kharif,drip,449.2,22.3,78.3,17.7
rice,1.33,clay,zaid,flood,643.4,27.6,60.7,5.64
tomato,1.46,black,rabi,rainfed,544.7,34.7,60.8,6.82
brinjal,2.32,black,zaid,rainfed,1070.7,33.2,61.9,8.92
potato,7.1,clay,kharif,rainfed,661.2,22.9,64.2,29.6
potato,7.67,loamy,kharif,rainfed,493.1,34.7,52.1,34.99
onion,7.86,clay,rabi,drip,941.3,29.5,65.5,48.71
cauliflower,2.62,loamy,kharif,drip,773.1,21.4,67.5,12.7
wheat,6.72,loamy,rabi,rainfed,916.4,34.0,55.9,22.21
chili,0.71,sandy,kharif,sprinkler,454.4,28.5,78.1,1.3
brinjal,3.0,clay,rabi,sprinkler,939.2,30.2,64.1,15.15
brinjal,3.74,sandy,kharif,drip,1159.2,30.5,71.6,16.66
chili,7.74,black,zaid,rainfed,536.5,20.7,50.1,12.45
cabbage,5.54,clay,zaid,sprinkler,537.6,29.6,78.1,18.08
brinjal,5.67,sandy,zaid,sprinkler,1023.9,28.1,86.3,16.7
onion,8.42,clay,zaid,flood,953.3,31.9,61.6,30.96
potato,9.63,sandy,zaid,drip,468.2,25.3,72.9,63.59
rice,4.51,loamy,rabi,sprinkler,654.9,34.8,67.2,23.55
cabbage,8.3,black,zaid,rainfed,372.9,24.7,88.7,19.88
potato,6.03,loamy,kharif,flood,389.6,24.6,70.0,34.83
potato,6.68,black,rabi,sprinkler,1113.9,21.3,58.7,57.13
cabbage,3.48,clay,rabi,flood,898.6,32.6,64.4,12.73
brinjal,9.02,clay,rabi,sprinkler,694.9,23.5,66.5,42.36
onion,4.61,sandy,rabi,drip,1044.7,20.4,77.0,24.85
tomato,9.76,loamy,kharif,rainfed,1166.1,23.5,54.0,41.5
tomato,4.64,clay,kharif,flood,869.4,21.8,60.9,22.56
brinjal,4.6,black,zaid,rainfed,1082.8,33.4,83.4,12.48
onion,0.83,black,zaid,rainfed,672.9,22.9,57.4,2.55
cabbage,2.27,sandy,zaid,flood,788.8,34.8,67.3,7.12
chili,8.58,sandy,zaid,sprinkler,1139.1,29.0,55.7,21.68
cabbage,4.07,sandy,kharif,drip,702.6,31.9,82.1,15.99
brinjal,2.73,sandy,zaid,drip,779.3,21.7,72.0,8.38
chili,7.41,loamy,kharif,flood,614.7,21.4,70.7,16.51
cabbage,6.35,loamy,kharif,rainfed,870.4,28.1,87.1,25.79
wheat,4.87,loamy,kharif,rainfed,467.9,29.5,70.0,12.32
onion,8.93,loamy,zaid,drip,809.8,30.2,63.6,49.14
wheat,5.19,clay,zaid,sprinkler,566.4,24.9,88.4,13.47
cauliflower,2.24,sandy,rabi,drip,1104.2,34.1,81.2,10.02
cabbage,4.15,loamy,rabi,flood,349.8,32.1,89.4,17.07
potato,3.96,clay,kharif,rainfed,900.3,26.7,87.4,22.25
tomato,6.92,sandy,zaid,drip,507.7,31.9,73.7,29.25
rice,0.81,loamy,rabi,sprinkler,1106.3,29.8,79.5,4.07
cauliflower,7.97,loamy,rabi,rainfed,800.3,32.9,59.3,30.02
cauliflower,9.43,clay,rabi,drip,602.1,27.9,76.3,33.22
tomato,8.83,sandy,kharif,rainfed,930.7,29.8,79.3,31.86
cauliflower,1.02,clay,kharif,rainfed,459.0,28.2,69.2,2.38
wheat,3.03,black,zaid,drip,610.4,29.7,85.3,9.69
tomato,2.54,black,kharif,sprinkler,333.5,22.1,86.7,12.7
rice,8.85,sandy,zaid,drip,979.2,34.0,58.8,44.67
wheat,8.07,sandy,zaid,sprinkler,611.8,31.6,60.5,20.65
cabbage,3.26,black,kharif,flood,768.6,25.9,88.4,11.54
onion,4.64,clay,rabi,sprinkler,640.4,31.2,86.5,21.69
brinjal,8.27,black,zaid,drip,710.0,32.0,75.9,30.47
cauliflower,1.12,sandy,kharif,flood,934.6,28.2,71.0,3.39
brinjal,1.11,sandy,zaid,drip,960.5,24.8,63.9,3.96
wheat,5.51,loamy,rabi,rainfed,719.1,35.0,65.6,16.15
tomato,8.82,loamy,kharif,drip,815.0,22.9,81.7,47.67
potato,6.01,clay,rabi,sprinkler,400.2,23.2,61.2,32.85
potato,2.09,loamy,zaid,sprinkler,539.0,26.7,78.5,13.57
cabbage,7.24,clay,kharif,flood,503.4,29.8,56.6,19.48
onion,5.74,clay,kharif,sprinkler,1016.7,25.0,73.7,27.3
potato,7.44,sandy,kharif,rainfed,341.7,28.2,68.7,36.87
wheat,1.73,sandy,zaid,sprinkler,1071.7,28.4,84.5,5.92
potato,9.92,black,zaid,rainfed,680.1,22.0,88.8,55.35
rice,8.1,loamy,rabi,flood,1050.8,24.6,68.8,55.27
onion,2.58,sandy,kharif,drip,910.7,28.7,72.1,13.6
potato,7.19,clay,kharif,drip,955.5,33.5,52.1,40.47
potato,6.05,black,rabi,rainfed,964.1,24.7,69.4,42.14
tomato,2.9,clay,zaid,rainfed,1145.8,25.9,78.7,13.07
potato,7.92,sandy,zaid,rainfed,583.2,27.2,88.7,33.0
brinjal,2.44,loamy,zaid,sprinkler,990.0,24.4,50.9,12.81
chili,2.75,black,zaid,flood,511.5,26.3,86.8,6.85
chili,5.77,black,rabi,sprinkler,519.1,20.8,87.6,12.49
brinjal,5.17,black,kharif,sprinkler,316.6,22.2,65.1,22.84
onion,5.79,sandy,kharif,flood,1099.7,24.9,55.3,21.42
tomato,0.67,black,kharif,drip,330.2,27.2,61.9,4.63
cabbage,4.38,clay,zaid,flood,747.5,20.6,85.7,16.33
cabbage,1.86,loamy,zaid,sprinkler,894.9,29.9,83.9,8.77
rice,5.02,sandy,kharif,drip,880.6,28.4,75.8,26.3
onion,6.91,black,zaid,sprinkler,1171.4,22.2,84.9,29.76
chili,4.24,black,kharif,rainfed,481.6,21.1,80.9,7.17
wheat,5.43,clay,rabi,sprinkler,784.7,23.8,52.9,20.39
rice,9.05,clay,zaid,flood,1133.5,32.0,74.6,34.75
chili,9.44,sandy,rabi,sprinkler,1064.6,32.7,70.5,25.86
cauliflower,3.26,clay,kharif,rainfed,1014.9,27.4,51.6,10.55
onion,8.19,sandy,zaid,sprinkler,606.6,25.8,80.2,24.72
tomato,5.01,sandy,zaid,sprinkler,399.0,28.4,59.9,25.37
brinjal,9.0,clay,zaid,sprinkler,579.9,24.7,59.1,31.01
wheat,1.47,clay,zaid,sprinkler,428.6,32.9,66.0,3.82
rice,8.17,clay,zaid,drip,469.4,23.2,63.6,36.06
potato,7.38,clay,zaid,drip,467.4,33.6,83.1,37.0
onion,1.27,sandy,rabi,flood,891.1,29.8,53.8,4.34
wheat,1.74,black,kharif,rainfed,593.2,28.7,77.1,5.53
onion,3.62,clay,zaid,sprinkler,1038.3,22.8,68.6,13.09
cauliflower,9.79,loamy,kharif,sprinkler,1011.5,27.4,53.5,44.89
rice,5.9,black,zaid,drip,1032.8,31.5,82.1,38.53
onion,5.9,loamy,kharif,rainfed,1011.6,30.5,89.8,18.31
cabbage,2.99,clay,rabi,sprinkler,500.3,30.6,53.4,12.09
tomato,9.41,clay,zaid,rainfed,1194.3,21.9,74.5,35.27
wheat,8.18,clay,rabi,sprinkler,1105.2,20.2,88.6,28.13
chili,3.37,clay,zaid,sprinkler,688.8,27.9,60.9,9.09
onion,8.57,black,zaid,sprinkler,580.8,32.3,54.9,31.27
onion,2.85,sandy,rabi,rainfed,1176.4,26.0,74.0,9.18
potato,4.29,clay,zaid,rainfed,423.2,30.3,89.7,16.69
cauliflower,7.67,black,zaid,drip,498.9,20.4,89.2,33.35
onion,7.41,black,zaid,flood,1047.9,21.9,55.4,34.99
cauliflower,9.86,loamy,zaid,flood,386.6,24.3,84.8,27.11
potato,4.38,clay,rabi,rainfed,578.7,24.5,62.2,25.19
cauliflower,8.09,black,kharif,drip,531.4,29.3,68.4,39.96
tomato,4.32,clay,rabi,flood,360.0,27.7,63.8,22.47
cabbage,5.32,sandy,zaid,rainfed,898.5,31.8,78.5,11.78
tomato,0.67,clay,kharif,sprinkler,696.1,23.8,77.3,3.87
wheat,6.17,clay,kharif,flood,410.5,34.4,54.9,14.76
onion,5.4,loamy,kharif,drip,639.3,33.8,51.5,30.29
potato,1.82,loamy,rabi,flood,822.2,33.3,68.9,14.21
wheat,9.29,loamy,rabi,drip,702.2,22.6,51.9,34.88
onion,2.26,loamy,rabi,sprinkler,335.0,20.5,83.3,10.71
cauliflower,7.12,black,kharif,flood,578.8,33.1,63.5,26.1
wheat,7.92,black,kharif,sprinkler,519.0,34.2,64.3,29.19
onion,9.61,clay,kharif,rainfed,610.0,22.8,84.0,32.71
tomato,1.21,loamy,zaid,drip,1125.5,31.1,63.4,7.87
brinjal,7.94,sandy,zaid,drip,1177.3,28.8,67.8,30.32
potato,5.44,clay,zaid,drip,483.8,28.2,80.6,39.33
chili,6.2,sandy,rabi,sprinkler,599.0,20.1,58.0,10.92
brinjal,7.06,loamy,zaid,sprinkler,914.3,32.6,55.3,32.77
potato,3.04,loamy,rabi,flood,365.3,25.3,51.1,19.17
chili,1.35,clay,rabi,sprinkler,886.8,27.3,81.6,4.17
cabbage,5.26,sandy,zaid,drip,1183.4,32.5,86.5,17.32
cabbage,2.48,loamy,rabi,flood,1149.8,20.3,88.6,9.01
cabbage,6.12,loamy,kharif,drip,786.1,27.4,70.5,28.0
potato,4.48,black,kharif,sprinkler,1033.3,33.3,59.8,32.54
cabbage,2.01,loamy,kharif,flood,313.6,26.7,67.3,8.11
cabbage,1.45,sandy,kharif,sprinkler,1140.6,21.7,75.4,5.76
brinjal,6.89,loamy,kharif,rainfed,829.8,23.4,83.9,24.57
chili,7.82,loamy,rabi,flood,1169.4,27.7,68.9,26.64
onion,4.73,black,zaid,drip,519.9,27.9,61.0,26.38
rice,6.51,black,rabi,drip,833.7,21.8,63.0,41.06
brinjal,2.54,loamy,zaid,flood,468.2,26.8,79.9,9.11
tomato,9.59,clay,kharif,drip,652.1,26.3,88.8,57.17
potato,9.71,sandy,kharif,rainfed,691.5,26.1,64.8,49.21
potato,5.85,black,rabi,flood,524.4,32.3,54.4,39.56
rice,3.18,black,rabi,sprinkler,591.1,25.3,52.5,20.02
onion,4.03,loamy,zaid,flood,881.4,25.3,77.0,20.14
chili,5.19,loamy,zaid,drip,980.4,27.8,61.4,14.54
onion,4.01,clay,kharif,sprinkler,436.3,23.9,56.1,18.42
wheat,2.63,clay,rabi,sprinkler,759.2,27.8,73.6,8.13
brinjal,8.79,loamy,zaid,flood,668.5,22.5,80.3,38.98
potato,8.68,sandy,zaid,sprinkler,313.9,21.6,53.7,43.12
tomato,4.99,clay,kharif,sprinkler,579.6,33.1,56.8,22.88
cauliflower,7.89,black,zaid,flood,1179.0,23.2,55.6,29.24
rice,9.96,black,zaid,drip,842.0,34.7,64.6,53.6
cauliflower,9.71,sandy,zaid,rainfed,566.5,29.4,66.8,19.32
wheat,1.35,sandy,rabi,flood,880.4,29.2,59.3,4.08
brinjal,5.94,sandy,zaid,drip,1179.7,23.6,64.2,22.24
potato,0.87,loamy,kharif,drip,1161.4,20.7,85.3,8.08
cabbage,6.47,clay,zaid,flood,1072.0,28.3,66.4,27.38
cauliflower,8.81,sandy,rabi,flood,838.9,30.3,77.5,30.59
brinjal,6.14,sandy,kharif,drip,583.6,25.2,80.5,24.47
wheat,8.89,clay,zaid,rainfed,719.5,23.1,87.9,23.94
chili,0.88,sandy,zaid,rainfed,977.9,26.4,89.8,1.19
chili,9.2,loamy,zaid,flood,568.1,34.2,56.1,16.65
cauliflower,5.0,black,zaid,rainfed,1046.4,30.9,58.4,18.2
potato,4.17,loamy,rabi,drip,993.4,32.3,78.0,38.53
brinjal,8.99,clay,kharif,drip,872.9,30.3,76.7,40.35
brinjal,8.67,sandy,rabi,flood,1000.0,23.7,80.7,25.13
cauliflower,7.91,sandy,rabi,drip,980.3,32.2,50.2,28.78
rice,1.66,sandy,zaid,sprinkler,688.1,26.5,69.9,8.39
brinjal,2.77,clay,rabi,flood,503.9,25.9,76.2,10.31
brinjal,1.7,sandy,zaid,sprinkler,344.0,33.2,53.2,4.31
rice,8.49,clay,kharif,rainfed,1077.4,21.8,83.8,29.98
cauliflower,6.8,sandy,rabi,flood,966.4,26.6,85.5,24.84
cauliflower,4.04,clay,kharif,rainfed,711.9,24.9,57.3,9.66
potato,0.93,black,kharif,rainfed,435.3,26.4,57.5,4.44
onion,1.37,sandy,zaid,sprinkler,350.1,32.0,60.4,4.72
rice,9.54,sandy,rabi,flood,1011.1,29.9,84.3,33.56
chili,7.86,sandy,zaid,flood,664.4,34.3,87.5,10.63
rice,3.68,sandy,rabi,sprinkler,385.9,31.8,68.2,15.78
cabbage,5.74,loamy,zaid,flood,486.0,25.1,73.9,25.57
chili,7.49,loamy,rabi,drip,998.0,32.1,72.8,20.48
wheat,1.61,loamy,kharif,flood,845.1,34.8,59.7,5.85
tomato,6.14,loamy,rabi,drip,486.7,23.9,67.3,35.98
cauliflower,4.37,black,rabi,rainfed,953.6,21.7,74.4,14.65
rice,6.4,sandy,kharif,drip,1172.3,23.0,88.0,31.37
rice,7.22,sandy,kharif,rainfed,336.1,28.2,53.5,25.98
cabbage,6.47,sandy,zaid,flood,338.6,22.6,67.3,17.04
chili,4.53,black,rabi,flood,431.0,32.5,63.9,10.29
brinjal,9.59,black,zaid,flood,1098.1,22.5,68.9,48.52
rice,1.59,black,rabi,drip,966.3,31.6,88.8,10.5
cauliflower,9.86,clay,kharif,sprinkler,606.4,24.7,86.2,35.3
cabbage,9.94,clay,kharif,flood,378.0,32.9,65.6,32.47
onion,2.99,clay,zaid,drip,491.6,21.2,72.5,10.36
wheat,4.35,sandy,zaid,drip,335.9,32.5,58.4,11.21
cabbage,6.36,black,rabi,flood,586.8,30.2,87.9,25.24
cauliflower,1.02,clay,kharif,flood,553.9,30.3,86.3,3.73
brinjal,3.56,sandy,kharif,flood,1058.7,22.7,52.5,11.22
wheat,4.98,clay,kharif,flood,1160.6,26.5,81.4,19.78
cabbage,3.8,loamy,kharif,drip,659.9,25.4,83.1,17.79
wheat,1.07,loamy,zaid,drip,739.2,31.6,56.0,4.34
rice,3.63,clay,kharif,drip,838.4,22.8,61.4,18.63
potato,5.88,loamy,rabi,flood,888.8,24.6,55.1,45.28
onion,5.57,black,rabi,sprinkler,893.5,20.6,78.9,23.06
chili,1.92,black,rabi,rainfed,1186.5,33.3,80.9,4.17
wheat,3.75,loamy,rabi,flood,601.8,34.8,70.9,11.56
onion,0.9,clay,kharif,sprinkler,716.3,26.3,81.2,3.73
chili,8.55,loamy,rabi,sprinkler,833.4,34.0,85.0,25.44
brinjal,9.9,black,rabi,flood,656.9,34.9,56.2,34.78
chili,4.53,sandy,kharif,flood,759.5,22.7,88.6,8.64
brinjal,6.93,clay,rabi,flood,928.0,28.0,85.4,24.75
brinjal,8.95,black,rabi,drip,611.8,25.5,85.5,43.31
tomato,3.13,black,rabi,drip,890.4,21.8,85.2,22.79
cauliflower,6.23,black,kharif,drip,466.1,24.1,66.4,28.94
tomato,3.05,black,kharif,sprinkler,637.9,33.2,88.0,17.54
cauliflower,4.43,clay,kharif,rainfed,568.9,34.3,54.6,10.53
brinjal,6.94,loamy,kharif,sprinkler,916.1,23.3,89.4,36.02
tomato,1.8,sandy,kharif,flood,784.6,22.2,72.1,8.47
onion,2.49,clay,rabi,rainfed,863.9,21.2,85.2,6.93
onion,4.34,black,kharif,flood,337.8,30.2,62.3,17.93
cauliflower,7.73,sandy,zaid,sprinkler,1158.8,25.6,83.2,22.78
cauliflower,2.33,black,zaid,flood,572.3,22.0,65.3,6.97
brinjal,5.64,clay,rabi,flood,816.3,33.7,70.2,22.69
tomato,1.03,sandy,rabi,rainfed,667.8,20.8,72.0,3.63
onion,9.36,black,rabi,drip,1105.1,22.8,63.7,57.93
